,日期,當日沖銷交易總成交股數,當日沖銷交易總成交股數占市場比重%,當日沖銷交易總買進成交金額,當日沖銷交易總買進成交金額占市場比重%,當日沖銷交易總賣出成交金額,當日沖銷交易總賣出成交金額占市場比重%
10,105/02/24,232285200,5.56,7714248130,10.57,7713048885,10.57
11,105/02/25,292071000,6.05,9407903780,11.02,9414132890,11.02
12,105/02/26,225904200,5.38,8244597820,9.71,8266236530,9.74
0,105/03/01,200056000,4.6,9021617910,9.69,9064771310,9.73
1,105/03/02,228374000,4.24,9284092725,9.14,9289873465,9.15
2,105/03/03,263706000,4.72,9319317780,9.18,9329878540,9.19
3,105/03/04,246206500,4.96,8800868595,9.24,8828232810,9.27
4,105/03/07,243844900,4.89,9538798150,9.8,9555447330,9.81
5,105/03/08,340038900,5.91,12128031665,11.29,12170458445,11.33
6,105/03/09,240781100,4.94,9333563100,10.63,9361497400,10.67
7,105/03/10,255225300,5.26,9867275400,11.34,9881244930,11.36
8,105/03/11,258005000,5.49,9840185300,10.98,9887533090,11.03
9,105/03/14,243240000,4.9,10289380350,10.21,10331208100,10.25
10,105/03/15,278110800,4.83,13802829740,11.83,13714943590,11.76
11,105/03/16,249756000,5.05,11300777930,11.85,11336872410,11.89
12,105/03/17,311457000,5.52,12222587165,11.06,12199895475,11.04
13,105/03/18,249344000,4.92,10341720720,8.72,10375347900,8.75
14,105/03/21,226222700,5.4,8569321715,10.25,8592179570,10.27
15,105/03/22,214163400,4.71,8424363540,9.58,8421270750,9.57
16,105/03/23,224173500,5.4,10331633350,12.44,10326288945,12.44
17,105/03/24,234866000,5.42,9844645710,12.14,9865698600,12.17
18,105/03/25,180556300,5.18,6869510625,10.25,6871143905,10.25
19,105/03/28,195025000,5.36,7356273350,10.59,7352958580,10.59
20,105/03/29,211155100,4.86,8243103095,10.25,8222960870,10.23
21,105/03/30,222601000,5.0,9466194470,10.61,9501469210,10.65
22,105/03/31,235660000,5.25,9693729040,10.08,9696643230,10.08
0,105/04/01,181366000,5.16,7245955790,9.73,7241946080,9.72
1,105/04/06,160484200,3.76,7571699610,7.59,7600407490,7.62
2,105/04/07,201189000,4.65,8570349920,10.08,8561071080,10.07
3,105/04/08,243638000,6.01,8666635100,10.98,8697584870,11.02
4,105/04/11,180582000,4.98,7402853170,10.74,7418237400,10.76
5,105/04/12,204050000,4.77,10462282580,12.49,10398526900,12.41
6,105/04/13,186133200,3.87,9205347260,9.96,9233451690,9.99
7,105/04/14,183301300,4.24,7804132030,9.49,7798412790,9.48
8,105/04/15,164146000,4.4,9236847570,11.58,9263858080,11.62
9,105/04/18,139756500,4.15,7157243260,11.0,7170273360,11.02
10,105/04/19,189858600,4.59,10064244800,12.37,10060843350,12.36
11,105/04/20,202976000,4.21,10032587880,10.36,9997464540,10.32
12,105/04/21,153527000,3.92,8039956430,10.58,8048980090,10.59
13,105/04/22,184317100,4.81,9562857080,12.09,9549774925,12.07
14,105/04/25,119666000,4.08,6415905360,11.41,6425651500,11.43
15,105/04/26,160438000,4.79,7506352760,12.05,7519297850,12.07
16,105/04/27,149053200,4.27,7627474330,11.08,7637053450,11.1
17,105/04/28,163492000,4.16,7053658460,9.38,7046449970,9.37
18,105/04/29,137887000,3.85,6697558640,8.42,6693739920,8.41
0,105/05/03,149969400,3.99,7077921010,8.89,7088506280,8.91
1,105/05/04,153203000,3.69,7685537990,9.32,7673996850,9.31
2,105/05/05,158420000,3.98,7930222620,10.57,7941913230,10.59
3,105/05/06,183363400,4.63,9360637005,11.09,9383412055,11.11
4,105/05/09,160925000,4.33,7890238460,10.45,7879981960,10.44
5,105/05/10,168501000,4.5,8133297100,11.46,8164833820,11.51
6,105/05/11,178340000,4.4,8879881250,11.04,8880269120,11.04
7,105/05/12,165286300,4.64,8085172645,11.79,8081155535,11.78
8,105/05/13,188812000,4.46,8854917340,9.84,8867082810,9.86
9,105/05/16,156514000,4.83,6971493160,10.77,6993817800,10.81
10,105/05/17,174380600,4.83,7542723170,11.31,7568888365,11.35
11,105/05/18,169339000,4.84,7138447940,10.91,7155259940,10.94
12,105/05/19,143143000,4.62,6410865650,10.61,6405242030,10.6
13,105/05/20,153578000,5.38,6832467510,11.72,6846701160,11.75
14,105/05/23,213834400,4.59,9762264220,10.78,9823805725,10.84
15,105/05/24,135089000,3.79,6374609560,9.86,6378209490,9.86
16,105/05/25,175210000,4.32,8366120750,10.39,8370436160,10.4
17,105/05/26,167378000,4.69,8300639790,12.67,8309919800,12.69
18,105/05/27,150814000,4.42,6941054180,10.11,6950202260,10.12
19,105/05/30,144490000,3.82,7350556750,9.4,7380343300,9.44
20,105/05/31,193283300,3.92,8721803505,7.54,8730068040,7.55
0,105/06/01,163606700,3.98,7031885825,9.1,7042237630,9.12
1,105/06/02,183077000,4.14,9055109690,11.01,9042214890,11.0
2,105/06/03,151704000,4.43,7701304290,11.88,7702412940,11.88
3,105/06/04,81609000,4.3,4836795310,16.01,4841277960,16.02
4,105/06/06,154503000,5.06,6928002920,11.17,6932553500,11.18
5,105/06/07,145469000,3.65,7783778940,9.15,7782832080,9.15
6,105/06/08,164953000,4.47,8040985205,9.37,8045993720,9.37
7,105/06/13,136605000,3.82,6190667330,7.4,6190783060,7.4
8,105/06/14,162709500,5.2,6742570240,10.55,6761765210,10.58
9,105/06/15,342544400,9.53,10222923840,14.03,10345720300,14.2
10,105/06/16,186328700,5.02,7157618280,9.82,7156022235,9.82
11,105/06/17,189109000,5.42,6913330450,9.45,6929764580,9.47
12,105/06/20,164490600,5.48,5874609600,9.51,5885668500,9.53
13,105/06/21,160015000,4.73,6626689850,9.39,6643216270,9.41
14,105/06/22,190289000,5.34,7409590300,10.15,7414185840,10.16
15,105/06/23,124490100,4.0,5238217575,8.6,5237384640,8.6
16,105/06/24,377679700,6.52,14148915400,11.42,14105227115,11.39
17,105/06/27,138696200,4.24,6124726220,9.56,6137007420,9.58
18,105/06/28,180817000,4.72,8786968730,11.91,8833286760,11.98
19,105/06/29,239921000,5.29,9985755890,12.02,9966620480,12.0
20,105/06/30,243548000,5.04,8647995200,9.06,8672824250,9.08
0,105/07/01,207025200,4.86,8020121420,9.17,8028225550,9.18
1,105/07/04,151557500,4.16,5926759360,8.24,5941340075,8.26
2,105/07/05,154295000,4.44,5765265440,9.01,5768155050,9.01
3,105/07/06,149119400,3.54,6658506040,8.39,6654787020,8.39
4,105/07/07,163087000,4.86,6617665260,10.35,6617822120,10.35
5,105/07/11,161093000,3.44,6255574120,6.29,6265050710,6.3
6,105/07/12,172577200,3.67,8305390810,8.44,8335686720,8.48
7,105/07/13,212730400,4.38,8000887015,8.12,8025589890,8.15
8,105/07/14,178000500,4.02,6774365205,8.0,6789733735,8.02
9,105/07/15,176300000,3.61,8067825660,7.85,8087302270,7.87
10,105/07/18,171817000,3.76,8035244470,8.59,8054090130,8.61
11,105/07/19,228763000,4.79,7535951450,7.82,7545864960,7.83
12,105/07/20,194873000,4.38,8127775060,8.56,8138066300,8.57
13,105/07/21,265061000,5.09,8284766180,8.23,8310947960,8.25
14,105/07/22,196838000,4.63,6959824290,8.48,6966334760,8.49
15,105/07/25,212170000,5.29,7208668990,9.28,7200994610,9.27
16,105/07/26,164089000,4.17,6498306900,8.5,6518764360,8.52
17,105/07/27,241327000,4.85,9403744210,9.75,9400586730,9.74
18,105/07/28,213560000,4.48,7450754300,8.39,7454168680,8.39
19,105/07/29,175049000,4.54,6168827460,7.73,6174662480,7.73
0,105/08/01,150748000,3.89,6246375610,7.92,6264135880,7.94
1,105/08/02,142472000,3.66,6543705010,8.84,6547497720,8.84
2,105/08/03,167707000,4.37,6384315110,9.02,6405622760,9.05
3,105/08/04,157397000,4.1,6804248810,9.14,6812298380,9.15
4,105/08/05,170695000,4.03,7520836380,8.92,7536117800,8.94
5,105/08/08,144626000,3.54,7246312990,8.68,7270040820,8.71
6,105/08/09,142452000,3.5,6247567300,7.82,6234610670,7.8
7,105/08/10,155533000,3.68,6556809540,8.13,6570305200,8.15
8,105/08/11,196159500,4.12,8686312440,9.28,8691653960,9.28
9,105/08/12,155475000,3.87,7479433990,8.45,7484697750,8.46
10,105/08/15,168303600,4.1,6807724725,8.52,6821846980,8.53
11,105/08/16,196780200,4.42,7570336670,8.91,7581532040,8.93
12,105/08/17,159548000,4.01,6302454660,7.75,6305525290,7.76
13,105/08/18,178863000,4.45,7198987700,9.07,7219077650,9.1
14,105/08/19,225680000,5.14,8595630900,10.25,8573025960,10.23
15,105/08/22,159387000,4.1,6103003040,8.78,6108707610,8.79
16,105/08/23,164871000,4.29,5792602520,8.65,5806743640,8.67
17,105/08/24,147023000,4.17,5321221630,8.64,5329787050,8.66
18,105/08/25,192413000,4.5,6786609140,8.62,6805538670,8.65
19,105/08/26,142435000,3.96,5999657180,9.11,5999892110,9.11
20,105/08/29,155408000,4.09,6218176110,9.19,6233014340,9.21
21,105/08/30,141107000,3.75,6277214440,9.02,6290471520,9.04
22,105/08/31,176037000,4.12,6997037790,8.03,7003130480,8.04
0,105/09/01,170557000,4.2,7094943350,8.8,7102922990,8.81
1,105/09/02,182390000,4.23,6359637300,7.95,6358709830,7.95
2,105/09/05,128018000,3.55,5186420880,8.1,5201887010,8.12
3,105/09/06,152516000,3.7,6375879220,8.33,6386745460,8.34
4,105/09/07,165107000,3.45,7351500540,7.89,7367033400,7.91
5,105/09/08,147843000,3.71,6252087810,8.01,6262088120,8.03
6,105/09/09,123500000,3.47,5807986340,8.6,5818791960,8.62
7,105/09/10,102512000,3.45,4430967680,9.11,4439234760,9.13
8,105/09/12,155299000,4.27,6371196480,8.34,6369508610,8.33
9,105/09/13,184199000,4.79,7929637400,10.03,7925783150,10.03
10,105/09/14,137373000,4.17,6992693080,8.16,7001674590,8.17
11,105/09/19,144606000,3.56,7656114970,7.64,7681918410,7.67
12,105/09/20,146976000,4.04,6274338790,9.02,6280627740,9.03
13,105/09/21,172629000,4.47,7070031200,9.54,7092105620,9.56
14,105/09/22,170408000,4.65,7411672700,10.37,7412238550,10.37
15,105/09/23,141176000,4.38,5637805090,8.62,5647675660,8.64
16,105/09/26,123197000,4.69,4535758200,8.13,4540545960,8.14
17,105/09/29,160846000,4.32,6524084990,7.25,6529868170,7.25
18,105/09/30,143278000,4.18,5585540290,7.48,5590570110,7.49
0,105/10/03,122772000,4.08,5341547590,9.6,5351589280,9.62
1,105/10/04,119639000,3.9,5808583680,9.36,5820866790,9.38
2,105/10/05,108931000,3.62,5182615970,8.5,5187579070,8.51
3,105/10/06,123225000,3.92,5547678550,8.75,5549358090,8.76
4,105/10/07,127434000,4.27,5142155030,8.13,5140971700,8.12
5,105/10/11,199139000,4.82,8346904790,9.3,8331434860,9.28
6,105/10/12,149544000,4.38,6533593100,9.85,6548611270,9.87
7,105/10/13,155619000,4.65,7282934580,9.68,7281144510,9.68
8,105/10/14,140598500,4.36,6847267795,10.07,6843478675,10.06
9,105/10/17,148866000,4.82,6285976210,10.21,6311103100,10.25
10,105/10/18,138288000,4.52,6320553670,9.85,6331685290,9.87
11,105/10/19,169244000,4.93,6515905030,8.81,6524074310,8.82
12,105/10/20,177541000,5.03,6313056010,9.66,6320994340,9.67
13,105/10/21,197209000,5.22,6084357760,8.0,6095885760,8.02
14,105/10/24,140210000,4.6,5116398130,8.84,5125517810,8.85
15,105/10/25,158159000,4.43,6099901960,9.28,6113633120,9.3
16,105/10/26,142885000,4.46,5614487190,9.15,5622633040,9.16
17,105/10/27,167773000,4.88,6430282120,9.47,6427921490,9.46
18,105/10/28,150645000,4.82,5981308100,9.32,5974661970,9.31
19,105/10/31,150429000,5.12,5532879460,9.23,5554353190,9.26
0,105/11/01,133994000,5.36,4582616350,9.27,4589948050,9.29
1,105/11/02,150522000,4.72,5575900360,8.67,5562364530,8.65
2,105/11/03,153878000,4.8,6709943340,9.93,6709953850,9.93
3,105/11/04,144782000,5.28,5872139180,11.04,5881303250,11.06
4,105/11/07,123069000,4.34,5131830120,9.09,5147450680,9.11
5,105/11/08,136936000,4.45,5655358750,9.78,5661902070,9.79
6,105/11/09,383106000,6.33,13161102450,10.99,13069782320,10.91
7,105/11/10,177551000,3.93,6787094470,7.57,6808735930,7.6
8,105/11/11,221049000,4.36,8683451020,7.61,8696172500,7.62
9,105/11/14,237756000,5.12,9445652580,9.59,9477169000,9.62
10,105/11/15,202629000,4.94,7811879530,9.71,7828646470,9.73
11,105/11/16,188371000,4.81,6584897930,8.4,6593010230,8.41
12,105/11/17,188983000,5.27,6585160530,10.21,6597077130,10.23
13,105/11/18,189734100,5.06,7398431375,10.55,7421504710,10.59
14,105/11/21,259389000,6.91,6702045310,10.65,6724297260,10.69
15,105/11/22,251482000,5.42,7434767890,9.1,7448341690,9.12
16,105/11/23,237762000,5.55,7409978890,9.82,7418379490,9.84
17,105/11/24,269011000,6.65,7273065400,11.12,7288563200,11.14
18,105/11/25,243458000,6.64,6128658070,10.42,6136721200,10.43
19,105/11/28,240073000,5.64,6795706380,9.36,6810549390,9.38
20,105/11/29,223527000,5.18,6873118280,9.07,6889835040,9.1
21,105/11/30,247668200,5.08,7250869570,6.73,7261715960,6.74
0,105/12/01,240260000,5.8,6833672900,9.09,6846316060,9.1
1,105/12/02,198153100,5.23,6138385980,8.04,6145149295,8.05
2,105/12/05,189109000,5.57,5781733090,9.09,5782728220,9.09
3,105/12/06,165218000,4.5,5896431230,8.25,5898010040,8.25
4,105/12/07,197455000,5.42,6468809530,9.69,6475734570,9.7
5,105/12/08,219638000,4.82,7288905340,8.0,7297791060,8.01
6,105/12/09,190048200,4.79,6603413960,8.45,6613207510,8.47
7,105/12/12,212927100,5.27,7028194220,9.47,7030404610,9.47
8,105/12/13,218543000,5.73,6174146020,8.79,6185504930,8.81
9,105/12/14,186535000,5.43,7058398800,10.46,7073486210,10.48
10,105/12/15,229910000,5.99,6937568100,9.64,6952486040,9.66
11,105/12/16,205020000,5.57,6703332190,8.33,6708041530,8.34
12,105/12/19,145849000,4.62,4625996810,7.96,4614557640,7.94
13,105/12/20,163440000,4.84,5527115610,9.15,5531404670,9.16
14,105/12/21,172414000,5.39,5136228900,8.65,5144580690,8.67
15,105/12/22,131294000,4.0,4417254580,7.57,4413281520,7.57
16,105/12/23,156527000,5.33,4652804640,8.71,4652453810,8.71
17,105/12/26,116198000,5.67,3560894250,11.02,3565739320,11.03
18,105/12/27,103798000,4.98,3269335610,9.69,3269860060,9.69
19,105/12/28,137593000,4.91,3677209310,7.69,3687801160,7.71
20,105/12/29,153759000,5.68,5629600230,10.66,5642931670,10.69
21,105/12/30,153660000,5.6,5437172660,9.46,5442387160,9.47
0,106/01/03,138684000,5.56,3793796040,8.22,3803583070,8.24
1,106/01/04,143666000,4.95,5283397220,9.22,5292439740,9.23
2,106/01/05,215064000,5.47,7123226910,9.18,7147467810,9.21
3,106/01/06,188771000,5.23,6150701470,8.67,6154734680,8.67
4,106/01/09,201931000,5.68,6158869250,9.51,6160375800,9.52
5,106/01/10,168426000,5.12,5599375100,9.24,5610383690,9.25
6,106/01/11,221239000,6.01,7251385500,9.8,7269544040,9.83
7,106/01/12,255419000,6.77,6806955150,8.74,6814451910,8.75
8,106/01/13,196142000,5.95,6670758280,9.14,6684611140,9.16
9,106/01/16,170171000,5.54,5035192120,8.62,5038870820,8.63
10,106/01/17,224757200,7.36,6510328500,11.05,6529847420,11.09
11,106/01/18,244050500,6.51,8304334180,10.69,8340880700,10.73
12,106/01/19,233725000,6.46,10204371440,12.49,10220393160,12.51
13,106/01/20,206258000,6.65,6745127830,9.27,6758505680,9.29
14,106/01/23,226610000,7.03,6462673780,8.23,6475876110,8.25
15,106/01/24,253812000,7.54,6961302150,7.7,6980513660,7.72
0,106/02/02,333702000,6.51,9030681610,6.1,9079545070,6.13
1,106/02/03,354101000,6.98,9088185830,8.88,9099448240,8.89
2,106/02/06,362385000,6.57,8736393710,8.53,8772207080,8.57
3,106/02/07,281838000,5.71,8148121110,8.51,8165601080,8.53
4,106/02/08,306699000,5.78,9172101570,8.28,9199509250,8.3
5,106/02/09,329953000,6.26,10212713520,9.61,10256882260,9.65
6,106/02/10,421792000,6.75,13744057320,10.04,13752792870,10.05
7,106/02/13,322529000,6.13,9437961680,9.32,9460581580,9.35
8,106/02/14,293475000,5.3,9829422140,8.64,9831447260,8.64
9,106/02/15,316586100,5.5,10632706250,9.01,10668503300,9.04
10,106/02/16,275216000,5.32,10446034200,9.64,10449132410,9.64
11,106/02/17,255817000,5.86,11122855950,11.68,11162806860,11.72
12,106/02/18,215966100,6.33,9218696485,14.87,9248861740,14.92
13,106/02/20,297922900,6.27,11648565395,11.9,11644270590,11.9
14,106/02/21,326261000,7.08,9460804270,10.5,9479439390,10.52
15,106/02/22,296630000,6.11,11638261280,11.49,11672647750,11.52
16,106/02/23,282752000,6.07,10024479630,9.91,10027464400,9.92
17,106/02/24,279412000,6.61,8851020230,9.55,8864262190,9.56
0,106/03/01,253493000,5.82,8350940310,8.35,8328159160,8.33
1,106/03/02,284640000,5.97,11087032680,10.64,11090739540,10.64
2,106/03/03,250463000,6.01,8582886450,10.04,8579294970,10.03
3,106/03/06,215168100,5.78,7112115625,10.33,7120962060,10.34
4,106/03/07,210513000,5.43,6659508360,9.27,6670848160,9.29
5,106/03/08,235641000,5.61,7836097910,9.48,7849380290,9.5
6,106/03/09,259687000,5.4,7990528410,8.84,7993101460,8.84
7,106/03/10,249909000,5.41,9393239510,10.46,9438605300,10.51
8,106/03/13,218380000,5.32,10203898340,12.3,10224206890,12.33
9,106/03/14,231237000,4.94,9160402540,9.92,9176302740,9.94
10,106/03/15,211523000,5.43,7591555650,10.46,7596947310,10.46
11,106/03/16,225871000,4.95,9914396550,10.37,9919286350,10.38
12,106/03/17,238580000,4.81,8607007730,7.85,8635145590,7.88
13,106/03/20,223309000,5.31,8511133930,10.07,8533257080,10.09
14,106/03/21,232298000,5.1,9407174070,9.37,9420093540,9.39
15,106/03/22,254087000,5.72,11615449000,11.91,11660585820,11.96
16,106/03/23,333631000,7.05,14159098110,13.83,14213904880,13.89
17,106/03/24,274059000,6.54,11034124870,12.35,11032254600,12.35
18,106/03/27,243856000,5.8,8191838780,9.26,8187077810,9.25
19,106/03/28,264465000,5.47,11411227550,10.9,11399387650,10.88
20,106/03/29,284435000,6.55,10023609730,11.29,10047295330,11.32
21,106/03/30,302375000,7.1,9937599600,10.83,9979486880,10.87
22,106/03/31,290692000,6.94,12028225380,11.55,12040359920,11.56
0,106/04/05,253258000,5.07,11197333550,8.76,11227746190,8.78
1,106/04/06,201081000,4.87,9177455920,9.95,9154952870,9.93
2,106/04/07,316750000,6.79,13018467200,12.64,13065692180,12.68
3,106/04/10,338633000,7.61,10893974940,12.47,10927867300,12.51
4,106/04/11,237299000,5.28,11878733020,12.56,11836280850,12.52
5,106/04/12,298129000,6.49,10687677140,11.87,10715956870,11.9
6,106/04/13,281014000,6.17,10712210190,12.35,10713664340,12.35
7,106/04/14,236072000,5.24,10337815240,11.85,10330020770,11.84
8,106/04/17,300196000,7.13,11245117880,14.37,11257648760,14.39
9,106/04/18,230179000,6.21,9686399050,13.06,9703468500,13.08
10,106/04/19,226560000,5.17,9814659170,11.12,9812784540,11.12
11,106/04/20,187396000,4.71,9497122100,11.27,9494203420,11.27
12,106/04/21,187202000,5.28,8853685760,12.44,8859116280,12.45
13,106/04/24,172194000,5.35,7335532260,11.0,7338323060,11.0
14,106/04/25,244592700,5.52,10967852395,11.73,11008216395,11.78
15,106/04/26,268113000,5.68,12683599150,12.27,12744320590,12.33
16,106/04/27,235245400,6.05,10637400410,12.73,10670770240,12.77
17,106/04/28,407576000,9.59,17389599520,17.33,17379104750,17.32
0,106/05/02,310523000,6.77,15279721970,13.47,15314034810,13.5
1,106/05/03,301775300,7.74,13506852470,16.69,13507059205,16.69
2,106/05/04,365443000,10.21,13088094400,17.28,13121677630,17.33
3,106/05/05,302612700,8.17,11691316220,15.4,11701116120,15.42
4,106/05/08,290512000,7.52,11854209690,13.78,11863086100,13.79
5,106/05/09,392859000,8.17,17477249990,15.89,17486591780,15.9
6,106/05/10,315240000,7.49,14551654860,15.87,14605035360,15.92
7,106/05/11,390274000,8.48,16238786460,16.48,16244403450,16.49
8,106/05/12,342995500,8.06,15954591160,17.12,15986280470,17.16
9,106/05/15,267036000,6.48,13928347030,15.74,13975145800,15.79
10,106/05/16,299157000,6.64,16182691050,15.36,16173859280,15.35
11,106/05/17,278116000,7.13,14120842580,16.76,14139939790,16.78
12,106/05/18,307518200,7.93,14863505900,17.67,14909263000,17.73
13,106/05/19,353904000,10.0,11591158660,16.39,11594394010,16.39
14,106/05/22,265426000,8.1,11927017880,16.59,11954483130,16.63
15,106/05/23,273605000,7.14,12943544660,15.73,12958892370,15.75
16,106/05/24,300200000,7.92,14084590780,17.19,14113800980,17.22
17,106/05/25,373298000,8.32,15761957810,16.35,15784946910,16.37
18,106/05/26,334801000,8.41,15461248720,16.66,15472876160,16.68
19,106/05/31,309305300,6.75,13444849905,10.79,13454774460,10.8
0,106/06/01,367448600,9.33,13730078585,16.59,13769886370,16.63
1,106/06/02,369389000,8.66,13537993710,15.31,13565076980,15.34
2,106/06/03,253113000,9.04,9745812530,21.13,9768108250,21.18
3,106/06/05,401285000,8.95,15117191580,16.09,15143691130,16.12
4,106/06/06,382631000,8.91,14228782370,16.32,14247660050,16.34
5,106/06/07,377558000,8.27,15473554320,14.9,15479565660,14.9
6,106/06/08,297406000,7.36,13908735550,16.15,13930490250,16.18
7,106/06/09,371696000,7.94,16408441540,15.7,16411614560,15.71
8,106/06/12,300295000,7.53,12553289810,13.72,12576992850,13.75
9,106/06/13,314549000,8.73,13910751300,16.81,13921170740,16.83
10,106/06/14,358306700,7.87,15956848280,15.72,15946382870,15.71
11,106/06/15,319103000,8.14,13886007200,17.5,13916326520,17.54
12,106/06/16,376652000,8.55,16120729560,16.44,16165509280,16.49
13,106/06/19,327289000,7.66,16199068930,17.86,16236361380,17.9
14,106/06/20,347049000,7.66,17002320650,17.91,17013665010,17.92
15,106/06/21,472117000,9.19,17489010990,15.81,17549237170,15.86
16,106/06/22,374492700,7.9,16079170060,16.41,16099871800,16.43
17,106/06/23,370251000,8.63,15038583800,16.45,15050514870,16.46
18,106/06/26,429958000,7.42,18477999890,13.68,18539094110,13.72
19,106/06/27,479725000,8.56,18807683920,16.39,18843738900,16.43
20,106/06/28,589127800,9.78,18888251075,15.11,18911000070,15.13
21,106/06/29,598274000,11.07,18116194200,18.02,18105381450,18.01
22,106/06/30,426963000,9.41,13955566020,14.64,13989603850,14.67
0,106/07/03,362604000,8.14,13166420400,15.36,13188355220,15.39
1,106/07/04,405101000,8.27,13709775910,14.78,13713623050,14.78
2,106/07/05,354136000,8.24,13497502520,15.88,13529955210,15.92
3,106/07/06,301351000,7.54,16042391630,18.32,16082469630,18.37
4,106/07/07,286848000,7.66,16296193780,19.44,16297988180,19.45
5,106/07/10,304490000,7.68,12980241130,15.71,12989113090,15.72
6,106/07/11,309834100,6.44,17633241905,15.96,17671945150,15.99
7,106/07/12,372796000,7.31,18851867780,16.78,18904862940,16.83
8,106/07/13,412818000,7.21,17100293310,14.55,17137389220,14.58
9,106/07/14,442511000,9.09,20728580800,20.46,20790362970,20.52
10,106/07/17,403356400,8.36,17952063000,17.91,17990937110,17.95
11,106/07/18,364571200,7.53,16975588450,17.45,17022981260,17.5
12,106/07/19,436052000,8.03,24972912590,20.79,25025744720,20.83
13,106/07/20,401216000,7.99,19597022850,18.93,19613372670,18.94
14,106/07/21,337869000,8.1,15781091570,18.42,15794484670,18.44
15,106/07/24,308622000,7.84,14260365760,17.18,14287290970,17.22
16,106/07/25,372526000,8.15,19672508630,21.1,19729150820,21.16
17,106/07/26,418699000,7.86,19311380330,17.59,19332459180,17.61
18,106/07/27,453074100,8.2,21170108740,19.16,21233394710,19.22
19,106/07/28,330340000,7.33,18479340470,18.7,18478358230,18.7
20,106/07/31,321250000,7.33,15920314140,16.43,15967174910,16.48
0,106/08/01,406336000,7.53,20211029300,17.88,20267363120,17.93
1,106/08/02,431560000,7.79,24123366790,19.37,24179683950,19.41
2,106/08/03,387745000,7.73,21490425230,19.38,21512202820,19.4
3,106/08/04,457336100,8.76,23906947090,20.89,23967957105,20.95
4,106/08/07,442422000,7.79,26497704080,20.69,26600306390,20.77
5,106/08/08,529295000,8.84,28348719460,21.11,28341838910,21.1
6,106/08/09,410399000,7.52,20796797420,18.46,20810775820,18.47
7,106/08/10,494366000,7.73,25775017700,18.8,25688707430,18.74
8,106/08/11,473286200,8.06,23281142160,18.91,23386758150,18.99
9,106/08/14,414447000,7.62,20089810720,18.47,20046303560,18.43
10,106/08/15,448532000,8.87,18620527700,19.53,18645298390,19.55
11,106/08/16,517114000,9.96,21122617250,21.01,21166300930,21.06
12,106/08/17,539360000,9.6,19970492830,20.17,20014125030,20.22
13,106/08/18,499651200,9.9,17825806700,19.77,17887070280,19.83
14,106/08/21,444787000,9.71,17146877970,19.83,17185057610,19.87
15,106/08/22,523373200,9.43,26130584550,23.55,26224085300,23.64
16,106/08/23,515832000,9.14,28891812530,24.68,28946219030,24.73
17,106/08/24,617121500,10.62,27892100750,23.68,27967321390,23.74
18,106/08/25,687385500,11.4,28793994205,23.68,28872429060,23.75
19,106/08/28,651734800,11.06,23035418320,20.07,23076688860,20.11
20,106/08/29,754823400,12.98,23382835450,21.51,23449489340,21.57
21,106/08/30,648932000,10.99,26863050840,22.1,26925818840,22.16
22,106/08/31,594639000,10.0,25902003550,20.0,25927858250,20.02
0,106/09/01,732466000,12.07,24712325660,21.39,24798120670,21.46
1,106/09/04,604417000,10.99,22021620120,20.58,22064089310,20.62
2,106/09/05,686027000,11.67,24441410820,20.24,24523277950,20.31
3,106/09/06,649903000,10.43,26480895020,20.31,26527438150,20.35
4,106/09/07,799598000,12.42,29352170980,22.07,29290687900,22.02
5,106/09/08,682531000,11.8,25811430880,21.01,25876687660,21.07
6,106/09/11,668096000,11.28,31467071240,23.7,31489160030,23.72
7,106/09/12,686267000,11.89,31250409500,24.74,31261424770,24.75
8,106/09/13,598976000,10.23,29538142940,22.67,29548164660,22.68
9,106/09/14,586354000,10.61,30981819400,25.04,31111976310,25.15
10,106/09/15,731058000,11.27,36221971510,22.81,36333957280,22.88
11,106/09/18,866423000,12.46,32832961360,24.18,32943958780,24.27
12,106/09/19,722928000,10.91,33894444050,24.06,33868513750,24.04
13,106/09/20,631793000,10.71,31283982230,23.72,31314634630,23.75
14,106/09/21,557308000,10.0,30204216970,24.79,30312854760,24.88
15,106/09/22,497219500,8.68,27158068225,22.2,27114201960,22.16
16,106/09/25,532561000,9.2,30828085360,23.33,30866580200,23.36
17,106/09/26,534342000,9.27,29217792090,23.63,29169662820,23.59
18,106/09/27,520440000,9.85,30768473390,27.79,30826559690,27.84
19,106/09/28,531333000,10.61,28182535040,26.18,28222830020,26.21
20,106/09/29,484740400,9.84,25993188340,25.53,26027772980,25.56
21,106/09/30,304158000,8.48,14730412630,27.13,14763318950,27.19
0,106/10/02,425136000,9.0,25987618730,25.58,26070848700,25.66
1,106/10/03,474854000,9.91,28688660590,26.21,28738297360,26.26
2,106/10/05,433507000,9.27,26161371860,24.55,26238567580,24.62
3,106/10/06,438675000,9.39,27033329880,24.77,27064642760,24.8
4,106/10/11,623404500,10.47,32594791225,20.88,32629764855,20.9
5,106/10/12,502704000,9.36,27488636470,21.77,27575585880,21.84
6,106/10/13,580932000,11.05,31369687510,25.4,31469382330,25.48
7,106/10/16,515129300,9.04,27566333290,21.73,27645071640,21.79
8,106/10/17,526527100,9.93,28255374210,23.31,28243621800,23.3
9,106/10/18,638770000,11.12,36849975010,26.72,36888449230,26.75
10,106/10/19,550145000,10.07,32092194640,26.77,32180841070,26.85
